,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
3/15/91 12:00 AM,3597600,7335600,34303200,10766000,13518400,76928000,4757400,237650000,13216800
3/18/91 12:00 AM,1916800,7645200,12068400,5965200,8642400,66214400,2517400,163100000,4279200
3/19/91 12:00 AM,3221600,15100000,12793200,25338400,7527200,92505600,2227200,177070000,4450000
3/20/91 12:00 AM,2414400,12939200,18652800,16028400,9231200,83216000,3349400,196810000,4283200
3/21/91 12:00 AM,4204800,10600000,13772400,12931200,8481600,119187200,4284000,199830000,4096800
3/22/91 12:00 AM,1676800,12096400,15930000,11433200,7512800,95686400,4228200,160890000,3220800
3/25/91 12:00 AM,1431200,4858800,10717200,6387600,8982400,59820800,2931800,153920000,3604800
3/26/91 12:00 AM,2245600,11935200,18900000,5503200,11142400,89926400,4028800,198720000,4319200
3/27/91 12:00 AM,2595200,6812400,16638000,6818800,9764800,91932800,3525800,201830000,3913600
3/28/91 12:00 AM,940000,2816800,10726800,6475200,5395200,30489600,2036600,150750000,3233600
4/1/91 12:00 AM,1265600,4218000,19609200,5692000,4601600,59203200,2140000,144010000,4292000
4/2/91 12:00 AM,1800000,10473600,23575200,9072400,7818400,96252800,3961800,189530000,3598000
4/3/91 12:00 AM,1805600,8585200,19606800,7363600,6324800,91776000,3153800,213720000,3370800
4/4/91 12:00 AM,1736000,6024400,16231200,7753200,6451200,73846400,4705200,198120000,3616800
4/5/91 12:00 AM,1244800,5567600,17308800,6080400,7182400,108912000,8496400,187410000,5282000
4/8/91 12:00 AM,1110400,2604400,10194000,3860400,8193600,46524800,6562600,138580000,3240000
4/9/91 12:00 AM,1593600,4280800,14425200,5395600,6961600,60768000,4905400,169940000,5130800
4/10/91 12:00 AM,2930400,7733600,13602000,7698800,7224800,74336000,3307200,167940000,4314400
4/11/91 12:00 AM,2256800,12710800,16214400,8858800,5738400,47936000,3787800,196570000,2883600
4/12/91 12:00 AM,3288800,13140000,13312800,14222000,6076000,176729600,2568000,198610000,4304800
4/15/91 12:00 AM,4044000,60732400,16922400,12107200,4032800,88819200,2822800,161800000,4662000
4/16/91 12:00 AM,1639200,22176800,22256400,8346800,6958400,81331200,3411000,214480000,4265600
4/17/91 12:00 AM,3061600,11533600,20631600,8356000,7900000,128380800,3631000,246930000,6555200
4/18/91 12:00 AM,2031200,8853600,15230400,5855200,4982400,88083200,3300800,217410000,3701200
4/19/91 12:00 AM,2432800,10272400,20247600,8437200,13196000,96585600,2562400,195520000,7754400
4/22/91 12:00 AM,2046400,9190000,13276800,6281600,7992800,139708800,3317400,164410000,5036400
4/23/91 12:00 AM,2197600,8494400,11562000,3728400,6327200,103910400,2435600,167840000,3127600
4/24/91 12:00 AM,2552000,3769200,9976800,5768400,8587200,82128000,1675800,166800000,4303600
4/25/91 12:00 AM,2324800,11276800,10182000,4485600,6031200,65705600,2571200,166940000,5523600
4/26/91 12:00 AM,2610400,4481200,9476400,4094000,4444000,88371200,2206000,154550000,4700000
4/29/91 12:00 AM,2024000,7395200,12690000,7418000,6766400,71254400,9656000,149860000,4253200
4/30/91 12:00 AM,2393600,25413600,18774000,13152800,7848800,115174400,6950200,206230000,5741200
5/1/91 12:00 AM,3264000,66732000,12246000,7776800,7415200,111628800,3941000,181900000,4640000
5/2/91 12:00 AM,4354400,28973600,16126800,6088400,6284000,66886400,3440200,187090000,3916800
5/3/91 12:00 AM,1618400,8717600,6742800,12892400,4377600,23043200,3631800,158150000,4450800
5/6/91 12:00 AM,2663200,7596400,7152000,4376000,2760000,44755200,2898800,129110000,6243200
5/7/91 12:00 AM,2040800,9671200,12177600,5144400,4466400,50902400,2231600,153290000,4883600
5/8/91 12:00 AM,1919200,6332400,13224000,5536000,4978400,57590400,2644400,157240000,5351200
5/9/91 12:00 AM,1832000,8523200,12781200,6174000,6402400,76294400,2577000,180460000,5376400
5/10/91 12:00 AM,3244000,8652000,13728000,5457600,5091200,52070400,3218800,172730000,4204800
5/13/91 12:00 AM,2716800,8763600,13004400,5138400,4501600,68745600,2418400,129620000,4126400
5/14/91 12:00 AM,1816000,7763600,12446400,7864800,6295200,58812800,2447800,207890000,5451200
5/15/91 12:00 AM,1978400,18530800,13771200,10705600,5809600,111158400,3508200,193110000,6620000
5/16/91 12:00 AM,1063200,13652000,9500400,5453200,3450400,70243200,3996600,154460000,4130000
5/17/91 12:00 AM,2488800,16836800,24442800,8452400,11786400,44812800,4623000,174210000,8960800
5/20/91 12:00 AM,1423200,9365200,7072800,3162800,5424000,65936000,2373200,109510000,2887600
5/21/91 12:00 AM,2889600,12500000,11770800,6700800,5473600,83568000,2954200,176620000,4815600
5/22/91 12:00 AM,1523200,8137600,13992000,8968400,3777600,88780800,2557000,159310000,5251200
5/23/91 12:00 AM,1752000,7458800,11703600,5525200,4176000,67750400,3363600,173080000,5131200
5/24/91 12:00 AM,2058400,3484800,5974800,3820400,3127200,67929600,3199600,124640000,2048000
5/28/91 12:00 AM,2909600,6124400,13014000,5766800,4392800,43939200,2980400,162350000,3338800
5/29/91 12:00 AM,3908800,13733600,14006400,6608800,3650400,64198400,4679000,188450000,3488800
5/30/91 12:00 AM,3243200,5663600,29607600,5716400,5804800,61833600,7557200,234440000,5661200
5/31/91 12:00 AM,2189600,7792400,22857600,7060000,11487200,81782400,6827600,232040000,5493200
6/3/91 12:00 AM,1619200,7870800,17427600,5287200,10668800,46947200,4964000,173990000,3423200
6/4/91 12:00 AM,3729600,6593600,18171600,4880400,7538400,35033600,5786600,180450000,2523200
6/5/91 12:00 AM,2268800,4760800,10435200,5948800,6108800,41385600,6210200,186560000,3030000
6/6/91 12:00 AM,2423200,6028000,13282800,5416800,3784800,32678400,4387200,168260000,3457600
6/7/91 12:00 AM,2445600,5463600,13658400,7041600,6041600,51984000,5250400,169570000,3462000
6/10/91 12:00 AM,924000,5991200,10171200,3941200,11064000,29494400,3931400,127720000,3851200
6/11/91 12:00 AM,3712000,6742400,11524800,4547600,7787200,41846400,6373000,161610000,3945600
6/12/91 12:00 AM,4013600,15580000,12499200,7518800,10561600,51065600,6531000,166140000,3860000
6/13/91 12:00 AM,2064000,7565200,10678800,7584400,6807200,38000000,3898800,145650000,3940000
6/14/91 12:00 AM,1925600,8049200,13909200,9448000,7236000,46358400,7459800,167950000,3924800
6/17/91 12:00 AM,1629600,5966800,9900000,652800,3856000,29417600,3219200,134230000,2773600
6/18/91 12:00 AM,2297600,8749200,9732000,6945600,5244000,46848000,6663800,155200000,3375600
6/19/91 12:00 AM,2527200,6408000,11737200,8331200,7586400,157036800,7124400,156440000,3563200
6/20/91 12:00 AM,2744000,5158000,12441600,16344000,10966400,187996800,4992000,163980000,4253600
6/21/91 12:00 AM,1712800,7378800,24735600,12577200,11070400,67680000,5959000,193310000,9904400
6/24/91 12:00 AM,1416000,7443600,10086000,9382400,4955200,79692800,4269400,137940000,3289200
6/25/91 12:00 AM,1513600,8151200,12787200,6861200,4831200,97228800,11226200,155710000,2932400
6/26/91 12:00 AM,1512800,8958000,12367200,6804000,9567200,96636800,10892400,187170000,3843600
6/27/91 12:00 AM,1396800,5400000,10074000,7252400,6672800,56508800,3945000,163080000,4653200
6/28/91 12:00 AM,1399200,8102400,16408800,7086400,5915200,61526400,3465200,163770000,4166400
7/1/91 12:00 AM,4470400,6979200,14014800,5378400,5929600,72387200,3471800,167480000,4278800
7/2/91 12:00 AM,5385600,4296800,11172000,4838400,7318400,43920000,4648400,157290000,4914400
7/3/91 12:00 AM,1235200,11087600,12462000,3868400,7577600,191628800,3311000,140580000,3482400
7/5/91 12:00 AM,487200,11842000,6670800,3140000,3560000,78758400,1479000,69910000,2003600
7/8/91 12:00 AM,2099200,10971200,13230000,5562000,5749600,109184000,2936200,138330000,4211200
7/9/91 12:00 AM,1515200,8091200,11199600,5046800,5304000,76947200,3347000,151820000,2572400
7/10/91 12:00 AM,1482400,5610000,12984000,5210000,10320000,67308800,5099200,178290000,4573200
7/11/91 12:00 AM,1768000,5217600,11347200,4749200,4817600,51148800,7293600,157930000,3105600
7/12/91 12:00 AM,2344000,4753200,12118800,5621600,5478400,35174400,4084200,174770000,3846800
7/15/91 12:00 AM,2269600,4932400,12316800,3411200,5248800,36761600,4892200,161750000,2820800
7/16/91 12:00 AM,1444000,7966400,14239200,8803200,3882400,42732800,6289800,182990000,3621200
7/17/91 12:00 AM,1106400,7474400,34975200,6188800,3607200,40524800,3661600,195460000,4358800
7/18/91 12:00 AM,1268000,14240000,18518400,9436800,4532800,25654400,4645000,200930000,6108800
7/19/91 12:00 AM,1980000,4601200,20834400,10291600,7084000,24441600,4510200,190700000,6901200
7/22/91 12:00 AM,1452800,3882000,11637600,7309600,2736000,35136000,2709400,149050000,2679200
7/23/91 12:00 AM,2232800,4770000,15345600,5252800,4240000,35596800,5553200,160190000,3016400
7/24/91 12:00 AM,1815200,4703200,23968800,4326400,3468800,54320000,4631000,158700000,3190800
7/25/91 12:00 AM,1429600,2366800,16293600,3378000,2346400,90211200,3198200,145800000,2522400
7/26/91 12:00 AM,1252800,2657600,7513200,2560800,2727200,149292800,4348600,127760000,2465200
7/29/91 12:00 AM,1194400,1916800,10867200,3324400,3871200,136467200,3621200,136000000,3459200
7/30/91 12:00 AM,1960800,3281200,11935200,4320400,5275200,78038400,6178600,169010000,2754400
7/31/91 12:00 AM,1804000,3689200,12010800,3488400,3913600,111628800,6582000,166830000,2271200
8/1/91 12:00 AM,1600800,16023600,12289200,3612000,3395200,53942400,2888600,170610000,3579200
8/2/91 12:00 AM,1185600,9767600,11724000,3568800,3930400,81369600,3373600,162270000,2970800
8/5/91 12:00 AM,1571200,3620800,9616800,4984800,2022400,28252800,1877400,128050000,2988000
8/6/91 12:00 AM,2532800,7890800,17661600,5603600,4577600,53097600,3778000,174460000,6467600
8/7/91 12:00 AM,2571200,7578800,18381600,4641200,4071200,69235200,3858200,172220000,3230000
8/8/91 12:00 AM,1314400,6769200,13984800,4236800,2901600,91852800,2444000,163890000,3135600
8/9/91 12:00 AM,2252800,5533600,10209600,3362000,3701600,114806400,2219800,143740000,2816400
8/12/91 12:00 AM,1922400,5096400,10489200,3134000,3132800,56899200,1931000,145440000,2334400
8/13/91 12:00 AM,1544800,10255200,16090800,5090800,3273600,94496000,3502800,212760000,4760000
8/14/91 12:00 AM,1021600,7173200,15638400,4486000,3220000,67008000,3251200,124230000,4337600
8/15/91 12:00 AM,1025600,5219200,13322400,3213200,2598400,45459200,2416200,174690000,4033200
8/16/91 12:00 AM,2751200,5689200,22951200,6723600,6032800,52073600,3834000,189480000,8703200
8/19/91 12:00 AM,3350400,11538000,33036000,12080400,8342400,85424000,5859200,230350000,4333200
8/20/91 12:00 AM,2124000,7123600,20281200,6522800,7240000,57324800,2772200,184260000,4723200
8/21/91 12:00 AM,4754400,7987600,25269600,11312400,6658400,73212800,4321600,232690000,4240800
8/22/91 12:00 AM,2326400,5936400,17692800,8662000,4088800,43625600,3489400,173090000,2923600
8/23/91 12:00 AM,5326400,8601200,20286000,6816400,5031200,43161600,3450600,188870000,3884400
8/26/91 12:00 AM,1160000,3644400,8424000,3581200,1988800,44134400,1756800,130570000,2262000
8/27/91 12:00 AM,1720000,3597600,11665200,5034400,3870400,34204800,2770400,144670000,2457600
8/28/91 12:00 AM,1100800,3843600,11856000,6466800,3367200,41558400,2635400,169890000,3345600
8/29/91 12:00 AM,1278400,4053200,8403600,8977200,3440000,27974400,2200400,154150000,3856400
8/30/91 12:00 AM,835200,2363200,6298800,5368400,2018400,22032000,6159800,143440000,2469200
9/3/91 12:00 AM,1433600,2443200,12699600,6633600,3578400,33494400,5078600,153600000,4160000
9/4/91 12:00 AM,1266400,4299200,11562000,6405600,3112800,38467200,4460800,157520000,2656800
9/5/91 12:00 AM,1122400,2793600,24418800,3978000,3216000,58457600,12759200,162380000,4852400
9/6/91 12:00 AM,976000,2848800,21636000,5224400,3491200,50787200,12742000,166560000,3567600
9/9/91 12:00 AM,793600,4538000,12895200,4731600,3711200,31913600,4003800,115100000,2491200
9/10/91 12:00 AM,1094400,6535600,14388000,6790400,4981600,65936000,7686800,143390000,3147600
9/11/91 12:00 AM,1288800,6378000,17314800,6351600,3391200,64032000,5623400,148000000,3688800
9/12/91 12:00 AM,843200,4267600,22936800,8956400,4584000,53808000,3827000,160420000,3043600
9/13/91 12:00 AM,1341600,5974400,33014400,7562000,3893600,51360000,5079000,169630000,3179200
9/16/91 12:00 AM,1928000,7365600,21758400,7364400,4047200,21686400,6475400,172560000,4334800
9/17/91 12:00 AM,1231200,4856400,17193600,5577200,4200000,23366400,4304800,168340000,3081200
9/18/91 12:00 AM,2018400,4342000,9560400,5658400,3331200,26940800,2927400,141340000,2642400
9/19/91 12:00 AM,1915200,6374400,16777200,6975200,4193600,51363200,3276000,211010000,2988000
9/20/91 12:00 AM,2456800,6742000,23232000,7539200,6895200,30316800,5367400,254520000,7902000
9/23/91 12:00 AM,2240800,3136800,9756000,3130400,3956000,49769600,3718400,145940000,2718800
9/24/91 12:00 AM,3564000,3805600,15022800,5996800,3864000,47625600,3855000,170350000,2788000
9/25/91 12:00 AM,3784000,1959200,11050800,3209200,3441600,25766400,4396600,153910000,3310800
9/26/91 12:00 AM,1543200,2556800,11682000,3786800,3400000,48000000,3126400,158980000,2192000
9/27/91 12:00 AM,1863200,2245200,9204000,6364400,3097600,33273600,3681600,160660000,3095600
9/30/91 12:00 AM,2064800,2266800,10988400,4936400,2940000,27699200,2869000,146780000,4174800
10/1/91 12:00 AM,2162400,4698800,11344800,2809200,2767200,19625600,4545800,163570000,4604400
10/2/91 12:00 AM,2521600,643600,14094000,4178800,4393600,67219200,3126600,166380000,5329200
10/3/91 12:00 AM,9658400,6478000,12457200,5180000,4590400,34630400,2487000,174360000,4968800
10/4/91 12:00 AM,5574400,2854400,13806000,5280800,5632800,26457600,2486600,164000000,3495600
10/7/91 12:00 AM,2412000,2328000,19050000,5110400,3155200,27187200,2542000,148430000,3062000
10/8/91 12:00 AM,2057600,6170000,18597600,5755200,3564000,37708800,2513000,177120000,3967600
10/9/91 12:00 AM,2652800,4752400,25330800,7638000,3266400,60931200,2426000,186710000,4407600
10/10/91 12:00 AM,2366400,5623200,21756000,5668800,6249600,42048000,2428800,164240000,3043200
10/11/91 12:00 AM,2549600,4292000,11522400,3574400,2324000,69920000,2079000,148850000,2675600
10/14/91 12:00 AM,1356800,4015600,11599200,3164000,3257600,50624000,1503200,130120000,3542400
10/15/91 12:00 AM,1928000,10300800,23439600,12134400,5221600,57852800,3992200,213540000,4658000
10/16/91 12:00 AM,3219200,7182000,22369200,8103600,4484000,100198400,3628600,225380000,3368000
10/17/91 12:00 AM,2127200,5423200,22070400,6527600,7161600,95561600,4051800,206030000,3686400
10/18/91 12:00 AM,1359200,15964400,19762800,5262800,6522400,37843200,4047200,204090000,7660800
10/21/91 12:00 AM,1052800,4172000,9495600,3765200,3206400,28704000,3653200,154140000,2483600
10/22/91 12:00 AM,2476800,7456400,10610400,4621600,12044000,32496000,7292000,194160000,4013200
10/23/91 12:00 AM,3092800,6046400,10582800,6324000,8101600,36723200,5108400,185390000,2530000
10/24/91 12:00 AM,1269600,6372400,15441600,3886400,4364800,26940800,3011600,179040000,3726800
10/25/91 12:00 AM,1799200,3832000,17527200,3980400,4521600,28080000,3650800,167310000,4044400
10/28/91 12:00 AM,2253600,2792400,13243200,3588800,4688800,37952000,3996400,161630000,3633600
10/29/91 12:00 AM,1331200,3624400,16532400,4721600,8581600,36521600,4391800,192810000,3906800
10/30/91 12:00 AM,1662400,5302400,14287200,6108400,5398400,65590400,3829200,195400000,3878800
10/31/91 12:00 AM,1378400,8300800,15414000,4530000,4667200,41091200,2236800,179680000,2111200
11/1/91 12:00 AM,1316000,7203600,16612800,8552000,6184800,34294400,2869200,205780000,4563600
11/4/91 12:00 AM,1112800,6983200,11299200,4563600,2952800,28838400,3651400,155660000,4260000
11/5/91 12:00 AM,1350400,7711200,12782400,4686400,5181600,51737600,2693200,172090000,2662000
11/6/91 12:00 AM,2220000,8466400,13863600,4031200,3156000,38307200,3198000,167440000,2940000
11/7/91 12:00 AM,1429600,10618800,13192800,7596800,2590400,20892800,2662800,205480000,3054400
11/8/91 12:00 AM,1025600,13435200,11355600,5540000,2837600,36492800,2599600,183260000,2326800
11/11/91 12:00 AM,741600,5896800,7900800,2657200,4356000,40563200,2110400,128920000,2168000
11/12/91 12:00 AM,2428800,5972000,16048800,4600000,8437600,80035200,3257000,198610000,3967600
11/13/91 12:00 AM,1580800,6640000,14406000,3690400,4244000,57523200,3296200,184480000,2595600
11/14/91 12:00 AM,1251200,6733600,16812000,4410000,6142400,44371200,2584400,200030000,2900800
11/15/91 12:00 AM,1487200,9186400,29914800,7829200,7295200,71590400,3835000,239690000,7480000
11/18/91 12:00 AM,2336000,8530000,24073200,6846000,9875200,72432000,3649200,241940000,6638800
11/19/91 12:00 AM,3138400,10216400,22424400,8497200,6368800,71974400,4262200,243880000,6943200
11/20/91 12:00 AM,3756000,6005600,15798000,5392800,4997600,36441600,2073200,192760000,3861200
11/21/91 12:00 AM,1235200,3823200,17071200,6108000,2984000,35558400,2650400,195130000,3418000
11/22/91 12:00 AM,2208000,3502400,17991600,5471200,3284800,38102400,2327200,188240000,5092000
11/25/91 12:00 AM,1793600,2802000,16803600,4254000,3788800,33724800,3269200,175870000,3772400
11/26/91 12:00 AM,3147200,4982000,26196000,7790800,6276000,58809600,2698200,213810000,6412400
11/27/91 12:00 AM,2685600,2268800,12454800,7215600,3544000,15008000,1717800,167720000,2577600
11/29/91 12:00 AM,895200,1227600,5108400,6569600,2721600,20524800,922000,76830000,1170800
12/2/91 12:00 AM,1383200,4250000,22984800,9391200,6467200,55852800,3686200,188410000,3533600
12/3/91 12:00 AM,1965600,3692400,15020400,6254400,7744800,64995200,2724800,187230000,2563200
12/4/91 12:00 AM,939200,2897600,24598800,9360000,8989600,36297600,3009800,187960000,3206400
12/5/91 12:00 AM,1010400,3555600,22114800,7571200,4992800,24892800,2054000,166350000,4512400
12/6/91 12:00 AM,2768800,7055200,31203600,10786400,8995200,51580800,5302000,199160000,5252400
12/9/91 12:00 AM,2099200,3502000,20829600,15580400,6051200,57718400,2762800,174760000,3644800
12/10/91 12:00 AM,4292800,4390000,15105600,20028000,8056000,46252800,2477000,192920000,4769200
12/11/91 12:00 AM,2608800,3031200,17470800,10360800,8026400,39132800,3258000,207430000,5092000
12/12/91 12:00 AM,1230400,3297600,14818800,8372400,4910400,36979200,3242800,192950000,4047600
12/13/91 12:00 AM,1615200,3418000,22681200,7117200,3831200,26192000,2913600,194470000,3282000
12/16/91 12:00 AM,1314400,2777600,14253600,5168400,4076000,27225600,1998800,173080000,2374400
12/17/91 12:00 AM,1248000,3502400,12932400,5928000,3720000,27478400,2585400,191310000,3172000
12/18/91 12:00 AM,2094400,6678000,14835600,7624000,4592800,33561600,2800400,192410000,4282400
12/19/91 12:00 AM,2417600,4140800,16402800,7609600,3377600,38115200,4999600,199330000,4237600
